crop_id,product,yield_unit,nutrient_id,removal_kg_per_unit,source,region,year,dataset_version
tall_fescue,grain,t_ha,P,3,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
tall_fescue,grain,t_ha,K,26,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
tall_fescue,grain,t_ha,Ca,5.6,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
tall_fescue,grain,t_ha,Mg,2.5,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
tall_fescue,grain,t_ha,S,2.5,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
alfalfa,grain,t_ha,N,27,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
alfalfa,grain,t_ha,P,2.8,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
alfalfa,grain,t_ha,K,21,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
alfalfa,grain,t_ha,Ca,12,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
alfalfa,grain,t_ha,Mg,2.8,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
alfalfa,grain,t_ha,S,3.8,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,N,25,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,P,2.7,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,K,18.5,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,Ca,4.9,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,Mg,3.6,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
ryegrass,grain,t_ha,S,2.5,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
clover,grain,t_ha,N,21,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
clover,grain,t_ha,P,3,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
clover,grain,t_ha,K,23.6,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
clover,grain,t_ha,Mg,3.2,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
clover,grain,t_ha,S,4.5,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
vetch,grain,t_ha,N,25.9,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
vetch,grain,t_ha,P,3,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
vetch,grain,t_ha,K,18.5,IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,2007,v1
forage_sorghum,grain,t_ha,N,10.6,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
forage_sorghum,grain,t_ha,P,2.8,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
forage_sorghum,grain,t_ha,K,12.7,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
forage_sorghum,grain,t_ha,Mg,2.1,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
forage_sorghum,grain,t_ha,S,2.6,Bertsch_2003+IFA_1992+IPNI_NorthCentral_USA_2007_extraccion_tabla11,global,1992,v1
orchoro_grass,grain,t_ha,N,32,INPOFOS_2003_extraccion_tabla11,global,2003,v1
orchoro_grass,grain,t_ha,P,8.7,INPOFOS_2003_extraccion_tabla11,global,2003,v1
orchoro_grass,grain,t_ha,K,28.7,INPOFOS_2003_extraccion_tabla11,global,2003,v1
orchoro_grass,grain,t_ha,Ca,3.14,INPOFOS_2003_extraccion_tabla11,global,2003,v1
orchoro_grass,grain,t_ha,Mg,2,INPOFOS_2003_extraccion_tabla11,global,2003,v1
elephant_grass,grain,t_ha,N,10.9,INPOFOS_2003_extraccion_tabla11,global,2003,v1
elephant_grass,grain,t_ha,P,5.3,INPOFOS_2003_extraccion_tabla11,global,2003,v1
elephant_grass,grain,t_ha,K,21.8,INPOFOS_2003_extraccion_tabla11,global,2003,v1
elephant_grass,grain,t_ha,Ca,2.4,INPOFOS_2003_extraccion_tabla11,global,2003,v1
elephant_grass,grain,t_ha,Mg,2.7,INPOFOS_2003_extraccion_tabla11,global,2003,v1
guinea_grass,grain,t_ha,N,11.8,INPOFOS_2003_extraccion_tabla11,global,2003,v1
guinea_grass,grain,t_ha,P,4,INPOFOS_2003_extraccion_tabla11,global,2003,v1
guinea_grass,grain,t_ha,K,17.4,INPOFOS_2003_extraccion_tabla11,global,2003,v1
guinea_grass,grain,t_ha,Ca,3.9,INPOFOS_2003_extraccion_tabla11,global,2003,v1
guinea_grass,grain,t_ha,Mg,1.82,INPOFOS_2003_extraccion_tabla11,global,2003,v1
pangola_grass,grain,t_ha,N,11.4,INPOFOS_2003_extraccion_tabla11,global,2003,v1
pangola_grass,grain,t_ha,P,4.3,INPOFOS_2003_extraccion_tabla11,global,2003,v1
pangola_grass,grain,t_ha,K,16.6,INPOFOS_2003_extraccion_tabla11,global,2003,v1
pangola_grass,grain,t_ha,Ca,2.5,INPOFOS_2003_extraccion_tabla11,global,2003,v1
pangola_grass,grain,t_ha,Mg,1.75,INPOFOS_2003_extraccion_tabla11,global,2003,v1
brachiaria_grass,grain,t_ha,N,12.1,INPOFOS_2003_extraccion_tabla11,global,2003,v1
brachiaria_grass,grain,t_ha,P,2.8,INPOFOS_2003_extraccion_tabla11,global,2003,v1
brachiaria_grass,grain,t_ha,K,13.2,INPOFOS_2003_extraccion_tabla11,global,2003,v1
cotton,grain,t_ha,N,70,Halevy_Bazelet_1992_extraccion_tabla11,global,1992,v1
cotton,grain,t_ha,P,13,Halevy_Bazelet_1992_extraccion_tabla11,global,1992,v1
cotton,grain,t_ha,K,33,Halevy_Bazelet_1992_extraccion_tabla11,global,1992,v1
cotton,grain,t_ha,Mg,24,Halevy_Bazelet_1992_absorcion_total_tabla11,global,1992,v1
cotton,grain,t_ha,S,12,Halevy_Bazelet_1992_extraccion_tabla11,global,1992,v1
oil_palm,grain,t_ha,N,4.56,Munevar_2001_extraccion_tabla11,global,2001,v1
oil_palm,grain,t_ha,P,0.59,Munevar_2001_extraccion_tabla11,global,2001,v1
oil_palm,grain,t_ha,K,5.96,Munevar_2001_extraccion_tabla11,global,2001,v1
oil_palm,grain,t_ha,Ca,1.33,Munevar_2001_extraccion_tabla11,global,2001,v1
oil_palm,grain,t_ha,Mg,1.29,Munevar_2001_extraccion_tabla11,global,2001,v1
oil_palm,grain,t_ha,S,1,Munevar_2001_extraccion_tabla11,global,2001,v1
tobacco,grain,t_ha,N,32,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
tobacco,grain,t_ha,P,6,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
tobacco,grain,t_ha,K,36,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
tobacco,grain,t_ha,Ca,30,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
tobacco,grain,t_ha,Mg,4,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
tobacco,grain,t_ha,S,5,Ciampitti_Garcia_2007_extraccion_tabla11,global,2007,v1
sugar_beet,grain,t_ha,N,2,IFA_1992_extraccion_tabla11,global,1992,v1
sugar_beet,grain,t_ha,P,2,IFA_1992_extraccion_tabla11,global,1992,v1
sugar_beet,grain,t_ha,K,2,IFA_1992_extraccion_tabla11,global,1992,v1
sugar_beet,grain,t_ha,Mg,0.6,IFA_1992_extraccion_tabla11,global,1992,v1
sugar_beet,grain,t_ha,S,0.2,IFA_1992_extraccion_tabla11,global,1992,v1
rose,grain,t_ha,N,44.4,Posada_2008_absorcion_total_tabla11,global,2008,v1
rose,grain,t_ha,P,5.2,Posada_2008_absorcion_total_tabla11,global,2008,v1
rose,grain,t_ha,K,37,Posada_2008_absorcion_total_tabla11,global,2008,v1
rose,grain,t_ha,Ca,11.9,Posada_2008_absorcion_total_tabla11,global,2008,v1
rose,grain,t_ha,Mg,6,Posada_2008_absorcion_total_tabla11,global,2008,v1
rose,grain,t_ha,S,5.7,Posada_2008_absorcion_total_tabla11,global,2008,v1
boston_fern,grain,t_ha,N,15.2,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
boston_fern,grain,t_ha,P,2.5,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
boston_fern,grain,t_ha,K,15.1,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
boston_fern,grain,t_ha,Ca,5.7,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
boston_fern,grain,t_ha,Mg,2.7,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
boston_fern,grain,t_ha,S,1.9,Bertsch_2003_absorcion_total_tabla11,global,2003,v1
