source_id,name,nutrient_id,pct,density_kg_l,restrictions
npk_9_20_20_granulado,NPK 9-20-20 granulado,N,9,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_20_20_granulado,NPK 9-20-20 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_9_20_20_granulado,NPK 9-20-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_8_8_granulado,NPK 10-8-8 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_8_8_granulado,NPK 10-8-8 granulado,P,3.4914,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_8_8_granulado,NPK 10-8-8 granulado,K,6.6412,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_18_9_granulado,NPK 10-18-9 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_18_9_granulado,NPK 10-18-9 granulado,P,7.8557,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_18_9_granulado,NPK 10-18-9 granulado,K,7.4714,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_26_26_granulado,NPK 10-26-26 granulado,N,10,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_26_26_granulado,NPK 10-26-26 granulado,P,11.3471,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_10_26_26_granulado,NPK 10-26-26 granulado,K,21.5839,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_11_11_granulado,NPK 11-11-11 granulado,N,11,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_11_11_granulado,NPK 11-11-11 granulado,P,4.8007,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_11_11_granulado,NPK 11-11-11 granulado,K,9.1317,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_17_17_granulado,NPK 11-17-17 granulado,N,11,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_17_17_granulado,NPK 11-17-17 granulado,P,7.4193,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_11_17_17_granulado,NPK 11-17-17 granulado,K,14.1126,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_6_6_granulado,NPK 12-6-6 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_6_6_granulado,NPK 12-6-6 granulado,P,2.6186,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_6_6_granulado,NPK 12-6-6 granulado,K,4.9809,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_16_16_granulado,NPK 12-16-16 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_16_16_granulado,NPK 12-16-16 granulado,P,6.9828,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_16_16_granulado,NPK 12-16-16 granulado,K,13.2824,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_15_granulado,NPK 12-30-15 granulado,N,12,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_15_granulado,NPK 12-30-15 granulado,P,13.0928,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_12_30_15_granulado,NPK 12-30-15 granulado,K,12.4523,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_8_24_granulado,NPK 13-8-24 granulado,N,13,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_8_24_granulado,NPK 13-8-24 granulado,P,3.4914,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_8_24_granulado,NPK 13-8-24 granulado,K,19.9236,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_13_granulado,NPK 13-13-13 granulado,N,13,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_13_granulado,NPK 13-13-13 granulado,P,5.6735,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_13_13_13_granulado,NPK 13-13-13 granulado,K,10.792,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_7_7_granulado,NPK 14-7-7 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_7_7_granulado,NPK 14-7-7 granulado,P,3.055,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_7_7_granulado,NPK 14-7-7 granulado,K,5.8111,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_8_14_granulado,NPK 14-8-14 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_8_14_granulado,NPK 14-8-14 granulado,P,3.4914,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_8_14_granulado,NPK 14-8-14 granulado,K,11.6221,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_16_18_granulado,NPK 14-16-18 granulado,N,14,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_16_18_granulado,NPK 14-16-18 granulado,P,6.9828,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_14_16_18_granulado,NPK 14-16-18 granulado,K,14.9427,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_10_10_granulado,NPK 15-10-10 granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_10_10_granulado,NPK 15-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_10_10_granulado,NPK 15-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_20_10_granulado,NPK 15-20-10 granulado,N,15,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_20_10_granulado,NPK 15-20-10 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_15_20_10_granulado,NPK 15-20-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_10_18_granulado,NPK 16-10-18 granulado,N,16,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_10_18_granulado,NPK 16-10-18 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_10_18_granulado,NPK 16-10-18 granulado,K,14.9427,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_12_20_granulado,NPK 16-12-20 granulado,N,16,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_12_20_granulado,NPK 16-12-20 granulado,P,5.2371,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_12_20_granulado,NPK 16-12-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_32_16_granulado,NPK 16-32-16 granulado,N,16,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_32_16_granulado,NPK 16-32-16 granulado,P,13.9657,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_16_32_16_granulado,NPK 16-32-16 granulado,K,13.2824,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_10_10_granulado,NPK 17-10-10 granulado,N,17,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_10_10_granulado,NPK 17-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_10_10_granulado,NPK 17-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_17_0_granulado,NPK 17-17-0 granulado,N,17,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_17_17_0_granulado,NPK 17-17-0 granulado,P,7.4193,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_4_10_granulado,NPK 18-4-10 granulado,N,18,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_4_10_granulado,NPK 18-4-10 granulado,P,1.7457,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_4_10_granulado,NPK 18-4-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_20_10_granulado,NPK 18-20-10 granulado,N,18,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_20_10_granulado,NPK 18-20-10 granulado,P,8.7285,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_18_20_10_granulado,NPK 18-20-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_9_19_granulado,NPK 19-9-19 granulado,N,19,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_9_19_granulado,NPK 19-9-19 granulado,P,3.9278,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_19_9_19_granulado,NPK 19-9-19 granulado,K,15.7729,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_0_20_granulado,NPK 20-0-20 granulado,N,20,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_0_20_granulado,NPK 20-0-20 granulado,K,16.603,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_15_10_granulado,NPK 20-15-10 granulado,N,20,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_15_10_granulado,NPK 20-15-10 granulado,P,6.5464,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_20_15_10_granulado,NPK 20-15-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_21_0_0_granulado,NPK 21-0-0 granulado,N,21,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_22_22_11_granulado,NPK 22-22-11 granulado,N,22,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_22_22_11_granulado,NPK 22-22-11 granulado,P,9.6014,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_22_22_11_granulado,NPK 22-22-11 granulado,K,9.1317,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_23_10_10_granulado,NPK 23-10-10 granulado,N,23,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_23_10_10_granulado,NPK 23-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_23_10_10_granulado,NPK 23-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_24_12_12_granulado,NPK 24-12-12 granulado,N,24,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_24_12_12_granulado,NPK 24-12-12 granulado,P,5.2371,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_24_12_12_granulado,NPK 24-12-12 granulado,K,9.9618,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_26_0_13_granulado,NPK 26-0-13 granulado,N,26,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_26_0_13_granulado,NPK 26-0-13 granulado,K,10.792,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_27_14_0_granulado,NPK 27-14-0 granulado,N,27,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_27_14_0_granulado,NPK 27-14-0 granulado,P,6.11,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_28_0_0_granulado,NPK 28-0-0 granulado,N,28,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_30_10_10_granulado,NPK 30-10-10 granulado,N,30,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_30_10_10_granulado,NPK 30-10-10 granulado,P,4.3643,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_30_10_10_granulado,NPK 30-10-10 granulado,K,8.3015,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_32_0_0_granulado,NPK 32-0-0 granulado,N,32,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_33_0_0_granulado,NPK 33-0-0 granulado,N,33,,Comercialización común en Colombia; fuente: Formulación estándar de la industria; no verificada en el registro ICA
npk_cafe_17_6_18_2mgo,NPK Café 17-6-18-2MgO,N,17,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_17_6_18_2mgo,NPK Café 17-6-18-2MgO,P,2.6186,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_17_6_18_2mgo,NPK Café 17-6-18-2MgO,K,14.9427,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_25_4_24,NPK Café 25-4-24,N,25,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_25_4_24,NPK Café 25-4-24,P,1.7457,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_25_4_24,NPK Café 25-4-24,K,19.9236,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cafe_25_4_24,NPK Café 25-4-24,S,4,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_12_12_17_2mgo,NPK Palma de aceite 12-12-17-2MgO,N,12,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_12_12_17_2mgo,NPK Palma de aceite 12-12-17-2MgO,P,5.2371,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_12_12_17_2mgo,NPK Palma de aceite 12-12-17-2MgO,K,14.1126,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_15_4_23_4mgo,NPK Palma de aceite 15-4-23-4MgO,N,15,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_15_4_23_4mgo,NPK Palma de aceite 15-4-23-4MgO,P,1.7457,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_15_4_23_4mgo,NPK Palma de aceite 15-4-23-4MgO,K,19.0935,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_15_4_23_4mgo,NPK Palma de aceite 15-4-23-4MgO,S,4,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_10_16_24_3mgo,NPK Palma de aceite 10-16-24-3MgO,N,10,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_10_16_24_3mgo,NPK Palma de aceite 10-16-24-3MgO,P,6.9828,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_10_16_24_3mgo,NPK Palma de aceite 10-16-24-3MgO,K,19.9236,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_palma_de_aceite_10_16_24_3mgo,NPK Palma de aceite 10-16-24-3MgO,S,3,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_13_26_6,NPK Papa 13-26-6,N,13,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_13_26_6,NPK Papa 13-26-6,P,11.3471,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_13_26_6,NPK Papa 13-26-6,K,4.9809,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_10_30_10,NPK Papa 10-30-10,N,10,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_10_30_10,NPK Papa 10-30-10,P,13.0928,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_10_30_10,NPK Papa 10-30-10,K,8.3015,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_18_18_18,NPK Papa 18-18-18,N,18,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_18_18_18,NPK Papa 18-18-18,P,7.8557,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_papa_18_18_18,NPK Papa 18-18-18,K,14.9427,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_9_13_27,NPK Caña de azúcar 9-13-27,N,9,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_9_13_27,NPK Caña de azúcar 9-13-27,P,5.6735,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_9_13_27,NPK Caña de azúcar 9-13-27,K,22.4141,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_14_4_25,NPK Caña de azúcar 14-4-25,N,14,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_14_4_25,NPK Caña de azúcar 14-4-25,P,1.7457,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_cana_de_azucar_14_4_25,NPK Caña de azúcar 14-4-25,K,20.7538,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_arroz_15_15_15,NPK Arroz 15-15-15,N,15,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_arroz_15_15_15,NPK Arroz 15-15-15,P,6.5464,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_arroz_15_15_15,NPK Arroz 15-15-15,K,12.4523,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_arroz_46_0_0_0_0_60_blend,NPK Arroz 46-0-0 + 0-0-60 (blend),N,23,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_arroz_46_0_0_0_0_60_blend,NPK Arroz 46-0-0 + 0-0-60 (blend),K,24.9045,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_10_30_10,NPK Maíz 10-30-10,N,10,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_10_30_10,NPK Maíz 10-30-10,P,13.0928,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_10_30_10,NPK Maíz 10-30-10,K,8.3015,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_25_15_10,NPK Maíz 25-15-10,N,25,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_25_15_10,NPK Maíz 25-15-10,P,6.5464,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_maiz_25_15_10,NPK Maíz 25-15-10,K,8.3015,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_12_4_24_2mgo,NPK Banano 12-4-24-2MgO,N,12,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_12_4_24_2mgo,NPK Banano 12-4-24-2MgO,P,1.7457,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_12_4_24_2mgo,NPK Banano 12-4-24-2MgO,K,19.9236,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_18_5_30_4s,NPK Banano 18-5-30-4S,N,18,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_18_5_30_4s,NPK Banano 18-5-30-4S,P,2.1821,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_18_5_30_4s,NPK Banano 18-5-30-4S,K,24.9045,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_banano_18_5_30_4s,NPK Banano 18-5-30-4S,S,4,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_platano_15_5_30,NPK Plátano 15-5-30,N,15,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_platano_15_5_30,NPK Plátano 15-5-30,P,2.1821,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_platano_15_5_30,NPK Plátano 15-5-30,K,24.9045,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_aguacate_hass_16_6_22_3mgo,NPK Aguacate Hass 16-6-22-3MgO,N,16,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_aguacate_hass_16_6_22_3mgo,NPK Aguacate Hass 16-6-22-3MgO,P,2.6186,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_aguacate_hass_16_6_22_3mgo,NPK Aguacate Hass 16-6-22-3MgO,K,18.2633,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_citricos_12_6_24_4mgo,NPK Cítricos 12-6-24-4MgO,N,12,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_citricos_12_6_24_4mgo,NPK Cítricos 12-6-24-4MgO,P,2.6186,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_citricos_12_6_24_4mgo,NPK Cítricos 12-6-24-4MgO,K,19.9236,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_citricos_12_6_24_4mgo,NPK Cítricos 12-6-24-4MgO,S,4,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_pastos_y_forrajes_20_5_20,NPK Pastos y forrajes 20-5-20,N,20,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_pastos_y_forrajes_20_5_20,NPK Pastos y forrajes 20-5-20,P,2.1821,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_pastos_y_forrajes_20_5_20,NPK Pastos y forrajes 20-5-20,K,16.603,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_pastos_y_forrajes_25_0_25,NPK Pastos y forrajes 25-0-25,N,25,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_pastos_y_forrajes_25_0_25,NPK Pastos y forrajes 25-0-25,K,20.7538,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_15_5_30_2mgo,NPK Flores de corte 15-5-30-2MgO,N,15,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_15_5_30_2mgo,NPK Flores de corte 15-5-30-2MgO,P,2.1821,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_15_5_30_2mgo,NPK Flores de corte 15-5-30-2MgO,K,24.9045,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_12_8_24_3s,NPK Flores de corte 12-8-24-3S,N,12,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_12_8_24_3s,NPK Flores de corte 12-8-24-3S,P,3.4914,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_12_8_24_3s,NPK Flores de corte 12-8-24-3S,K,19.9236,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_flores_de_corte_12_8_24_3s,NPK Flores de corte 12-8-24-3S,S,3,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_rosas_fertirriego_18_9_18,NPK Rosas fertirriego 18-9-18,N,18,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
npk_rosas_fertirriego_18_9_18,NPK Rosas fertirriego 18-9-18,P,3.9278,,Comercialización común (formulación agroindustrial); fuente: Común en distribuidores agroquímicos de Colombia (insumo genérico)
